last_updated_date_key,full_date,day,month,quarter,year,month_name,inserted_at
346,2015-05-25,25,5,2,2015,May,2026-05-09 20:49:58.217644+00
347,2015-05-26,26,5,2,2015,May,2026-05-09 20:49:58.217644+00
348,2015-05-27,27,5,2,2015,May,2026-05-09 20:49:58.217644+00
349,2015-05-30,30,5,2,2015,May,2026-05-09 20:49:58.217644+00
350,2015-06-03,3,6,2,2015,June,2026-05-09 20:49:58.217644+00
351,2015-06-04,4,6,2,2015,June,2026-05-09 20:49:58.217644+00
352,2015-06-05,5,6,2,2015,June,2026-05-09 20:49:58.217644+00
353,2015-06-06,6,6,2,2015,June,2026-05-09 20:49:58.217644+00
354,2015-06-08,8,6,2,2015,June,2026-05-09 20:49:58.217644+00
355,2015-06-09,9,6,2,2015,June,2026-05-09 20:49:58.217644+00
356,2015-06-10,10,6,2,2015,June,2026-05-09 20:49:58.217644+00
357,2015-06-11,11,6,2,2015,June,2026-05-09 20:49:58.217644+00
358,2015-06-14,14,6,2,2015,June,2026-05-09 20:49:58.217644+00
359,2015-06-15,15,6,2,2015,June,2026-05-09 20:49:58.217644+00
360,2015-06-16,16,6,2,2015,June,2026-05-09 20:49:58.217644+00
361,2015-06-17,17,6,2,2015,June,2026-05-09 20:49:58.217644+00
362,2015-06-18,18,6,2,2015,June,2026-05-09 20:49:58.217644+00
363,2015-06-19,19,6,2,2015,June,2026-05-09 20:49:58.217644+00
364,2015-06-23,23,6,2,2015,June,2026-05-09 20:49:58.217644+00
365,2015-06-24,24,6,2,2015,June,2026-05-09 20:49:58.217644+00
366,2015-06-25,25,6,2,2015,June,2026-05-09 20:49:58.217644+00
367,2015-06-26,26,6,2,2015,June,2026-05-09 20:49:58.217644+00
368,2015-06-28,28,6,2,2015,June,2026-05-09 20:49:58.217644+00
369,2015-07-01,1,7,3,2015,July,2026-05-09 20:49:58.217644+00
370,2015-07-02,2,7,3,2015,July,2026-05-09 20:49:58.217644+00
371,2015-07-06,6,7,3,2015,July,2026-05-09 20:49:58.217644+00
372,2015-07-07,7,7,3,2015,July,2026-05-09 20:49:58.217644+00
373,2015-07-10,10,7,3,2015,July,2026-05-09 20:49:58.217644+00
374,2015-07-11,11,7,3,2015,July,2026-05-09 20:49:58.217644+00
375,2015-07-14,14,7,3,2015,July,2026-05-09 20:49:58.217644+00
376,2015-07-15,15,7,3,2015,July,2026-05-09 20:49:58.217644+00
377,2015-07-16,16,7,3,2015,July,2026-05-09 20:49:58.217644+00
378,2015-07-17,17,7,3,2015,July,2026-05-09 20:49:58.217644+00
379,2015-07-18,18,7,3,2015,July,2026-05-09 20:49:58.217644+00
380,2015-07-19,19,7,3,2015,July,2026-05-09 20:49:58.217644+00
381,2015-07-23,23,7,3,2015,July,2026-05-09 20:49:58.217644+00
382,2015-07-25,25,7,3,2015,July,2026-05-09 20:49:58.217644+00
383,2015-07-26,26,7,3,2015,July,2026-05-09 20:49:58.217644+00
384,2015-07-28,28,7,3,2015,July,2026-05-09 20:49:58.217644+00
385,2015-07-29,29,7,3,2015,July,2026-05-09 20:49:58.217644+00
386,2015-07-30,30,7,3,2015,July,2026-05-09 20:49:58.217644+00
387,2015-08-01,1,8,3,2015,August,2026-05-09 20:49:58.217644+00
388,2015-08-03,3,8,3,2015,August,2026-05-09 20:49:58.217644+00
389,2015-08-05,5,8,3,2015,August,2026-05-09 20:49:58.217644+00
390,2015-08-06,6,8,3,2015,August,2026-05-09 20:49:58.217644+00
391,2015-08-07,7,8,3,2015,August,2026-05-09 20:49:58.217644+00
392,2015-08-08,8,8,3,2015,August,2026-05-09 20:49:58.217644+00
393,2015-08-10,10,8,3,2015,August,2026-05-09 20:49:58.217644+00
394,2015-08-11,11,8,3,2015,August,2026-05-09 20:49:58.217644+00
395,2015-08-12,12,8,3,2015,August,2026-05-09 20:49:58.217644+00
396,2015-08-13,13,8,3,2015,August,2026-05-09 20:49:58.217644+00
397,2015-08-16,16,8,3,2015,August,2026-05-09 20:49:58.217644+00
398,2015-08-18,18,8,3,2015,August,2026-05-09 20:49:58.217644+00
399,2015-08-20,20,8,3,2015,August,2026-05-09 20:49:58.217644+00
400,2015-08-21,21,8,3,2015,August,2026-05-09 20:49:58.217644+00
401,2015-08-22,22,8,3,2015,August,2026-05-09 20:49:58.217644+00
402,2015-08-24,24,8,3,2015,August,2026-05-09 20:49:58.217644+00
403,2015-08-25,25,8,3,2015,August,2026-05-09 20:49:58.217644+00
404,2015-08-26,26,8,3,2015,August,2026-05-09 20:49:58.217644+00
405,2015-08-28,28,8,3,2015,August,2026-05-09 20:49:58.217644+00
406,2015-08-30,30,8,3,2015,August,2026-05-09 20:49:58.217644+00
407,2015-08-31,31,8,3,2015,August,2026-05-09 20:49:58.217644+00
408,2015-09-01,1,9,3,2015,September,2026-05-09 20:49:58.217644+00
409,2015-09-02,2,9,3,2015,September,2026-05-09 20:49:58.217644+00
410,2015-09-03,3,9,3,2015,September,2026-05-09 20:49:58.217644+00
411,2015-09-05,5,9,3,2015,September,2026-05-09 20:49:58.217644+00
412,2015-09-06,6,9,3,2015,September,2026-05-09 20:49:58.217644+00
413,2015-09-07,7,9,3,2015,September,2026-05-09 20:49:58.217644+00
414,2015-09-08,8,9,3,2015,September,2026-05-09 20:49:58.217644+00
415,2015-09-09,9,9,3,2015,September,2026-05-09 20:49:58.217644+00
416,2015-09-11,11,9,3,2015,September,2026-05-09 20:49:58.217644+00
417,2015-09-12,12,9,3,2015,September,2026-05-09 20:49:58.217644+00
418,2015-09-13,13,9,3,2015,September,2026-05-09 20:49:58.217644+00
419,2015-09-14,14,9,3,2015,September,2026-05-09 20:49:58.217644+00
420,2015-09-15,15,9,3,2015,September,2026-05-09 20:49:58.217644+00
421,2015-09-17,17,9,3,2015,September,2026-05-09 20:49:58.217644+00
422,2015-09-21,21,9,3,2015,September,2026-05-09 20:49:58.217644+00
423,2015-09-22,22,9,3,2015,September,2026-05-09 20:49:58.217644+00
424,2015-09-23,23,9,3,2015,September,2026-05-09 20:49:58.217644+00
425,2015-09-24,24,9,3,2015,September,2026-05-09 20:49:58.217644+00
426,2015-09-25,25,9,3,2015,September,2026-05-09 20:49:58.217644+00
427,2015-09-26,26,9,3,2015,September,2026-05-09 20:49:58.217644+00
428,2015-09-27,27,9,3,2015,September,2026-05-09 20:49:58.217644+00
429,2015-09-29,29,9,3,2015,September,2026-05-09 20:49:58.217644+00
430,2015-09-30,30,9,3,2015,September,2026-05-09 20:49:58.217644+00
431,2015-10-01,1,10,4,2015,October,2026-05-09 20:49:58.217644+00
432,2015-10-02,2,10,4,2015,October,2026-05-09 20:49:58.217644+00
433,2015-10-03,3,10,4,2015,October,2026-05-09 20:49:58.217644+00
434,2015-10-04,4,10,4,2015,October,2026-05-09 20:49:58.217644+00
435,2015-10-05,5,10,4,2015,October,2026-05-09 20:49:58.217644+00
436,2015-10-07,7,10,4,2015,October,2026-05-09 20:49:58.217644+00
437,2015-10-08,8,10,4,2015,October,2026-05-09 20:49:58.217644+00
438,2015-10-09,9,10,4,2015,October,2026-05-09 20:49:58.217644+00
439,2015-10-11,11,10,4,2015,October,2026-05-09 20:49:58.217644+00
440,2015-10-12,12,10,4,2015,October,2026-05-09 20:49:58.217644+00
441,2015-10-13,13,10,4,2015,October,2026-05-09 20:49:58.217644+00
442,2015-10-14,14,10,4,2015,October,2026-05-09 20:49:58.217644+00
443,2015-10-15,15,10,4,2015,October,2026-05-09 20:49:58.217644+00
444,2015-10-16,16,10,4,2015,October,2026-05-09 20:49:58.217644+00
445,2015-10-17,17,10,4,2015,October,2026-05-09 20:49:58.217644+00
446,2015-10-19,19,10,4,2015,October,2026-05-09 20:49:58.217644+00
447,2015-10-20,20,10,4,2015,October,2026-05-09 20:49:58.217644+00
448,2015-10-21,21,10,4,2015,October,2026-05-09 20:49:58.217644+00
449,2015-10-22,22,10,4,2015,October,2026-05-09 20:49:58.217644+00
450,2015-10-26,26,10,4,2015,October,2026-05-09 20:49:58.217644+00
451,2015-10-27,27,10,4,2015,October,2026-05-09 20:49:58.217644+00
452,2015-10-29,29,10,4,2015,October,2026-05-09 20:49:58.217644+00
453,2015-10-30,30,10,4,2015,October,2026-05-09 20:49:58.217644+00
454,2015-11-02,2,11,4,2015,November,2026-05-09 20:49:58.217644+00
455,2015-11-03,3,11,4,2015,November,2026-05-09 20:49:58.217644+00
456,2015-11-04,4,11,4,2015,November,2026-05-09 20:49:58.217644+00
457,2015-11-05,5,11,4,2015,November,2026-05-09 20:49:58.217644+00
458,2015-11-08,8,11,4,2015,November,2026-05-09 20:49:58.217644+00
459,2015-11-09,9,11,4,2015,November,2026-05-09 20:49:58.217644+00
460,2015-11-11,11,11,4,2015,November,2026-05-09 20:49:58.217644+00
461,2015-11-12,12,11,4,2015,November,2026-05-09 20:49:58.217644+00
462,2015-11-13,13,11,4,2015,November,2026-05-09 20:49:58.217644+00
463,2015-11-14,14,11,4,2015,November,2026-05-09 20:49:58.217644+00
464,2015-11-16,16,11,4,2015,November,2026-05-09 20:49:58.217644+00
465,2015-11-19,19,11,4,2015,November,2026-05-09 20:49:58.217644+00
466,2015-11-20,20,11,4,2015,November,2026-05-09 20:49:58.217644+00
467,2015-11-23,23,11,4,2015,November,2026-05-09 20:49:58.217644+00
468,2015-11-25,25,11,4,2015,November,2026-05-09 20:49:58.217644+00
469,2015-11-26,26,11,4,2015,November,2026-05-09 20:49:58.217644+00
470,2015-11-27,27,11,4,2015,November,2026-05-09 20:49:58.217644+00
471,2015-11-28,28,11,4,2015,November,2026-05-09 20:49:58.217644+00
472,2015-12-01,1,12,4,2015,December,2026-05-09 20:49:58.217644+00
473,2015-12-03,3,12,4,2015,December,2026-05-09 20:49:58.217644+00
474,2015-12-04,4,12,4,2015,December,2026-05-09 20:49:58.217644+00
475,2015-12-07,7,12,4,2015,December,2026-05-09 20:49:58.217644+00
476,2015-12-08,8,12,4,2015,December,2026-05-09 20:49:58.217644+00
477,2015-12-09,9,12,4,2015,December,2026-05-09 20:49:58.217644+00
478,2015-12-10,10,12,4,2015,December,2026-05-09 20:49:58.217644+00
479,2015-12-11,11,12,4,2015,December,2026-05-09 20:49:58.217644+00
480,2015-12-14,14,12,4,2015,December,2026-05-09 20:49:58.217644+00
481,2015-12-15,15,12,4,2015,December,2026-05-09 20:49:58.217644+00
482,2015-12-16,16,12,4,2015,December,2026-05-09 20:49:58.217644+00
483,2015-12-17,17,12,4,2015,December,2026-05-09 20:49:58.217644+00
484,2015-12-18,18,12,4,2015,December,2026-05-09 20:49:58.217644+00
485,2015-12-19,19,12,4,2015,December,2026-05-09 20:49:58.217644+00
486,2015-12-20,20,12,4,2015,December,2026-05-09 20:49:58.217644+00
487,2015-12-21,21,12,4,2015,December,2026-05-09 20:49:58.217644+00
488,2015-12-22,22,12,4,2015,December,2026-05-09 20:49:58.217644+00
489,2015-12-23,23,12,4,2015,December,2026-05-09 20:49:58.217644+00
490,2015-12-24,24,12,4,2015,December,2026-05-09 20:49:58.217644+00
491,2015-12-26,26,12,4,2015,December,2026-05-09 20:49:58.217644+00
492,2015-12-28,28,12,4,2015,December,2026-05-09 20:49:58.217644+00
493,2015-12-30,30,12,4,2015,December,2026-05-09 20:49:58.217644+00
494,2015-12-31,31,12,4,2015,December,2026-05-09 20:49:58.217644+00
495,2016-01-01,1,1,1,2016,January,2026-05-09 20:49:58.217644+00
496,2016-01-04,4,1,1,2016,January,2026-05-09 20:49:58.217644+00
497,2016-01-05,5,1,1,2016,January,2026-05-09 20:49:58.217644+00
498,2016-01-07,7,1,1,2016,January,2026-05-09 20:49:58.217644+00
499,2016-01-08,8,1,1,2016,January,2026-05-09 20:49:58.217644+00
500,2016-01-10,10,1,1,2016,January,2026-05-09 20:49:58.217644+00
501,2016-01-11,11,1,1,2016,January,2026-05-09 20:49:58.217644+00
502,2016-01-12,12,1,1,2016,January,2026-05-09 20:49:58.217644+00
503,2016-01-13,13,1,1,2016,January,2026-05-09 20:49:58.217644+00
504,2016-01-15,15,1,1,2016,January,2026-05-09 20:49:58.217644+00
505,2016-01-16,16,1,1,2016,January,2026-05-09 20:49:58.217644+00
506,2016-01-17,17,1,1,2016,January,2026-05-09 20:49:58.217644+00
507,2016-01-18,18,1,1,2016,January,2026-05-09 20:49:58.217644+00
508,2016-01-19,19,1,1,2016,January,2026-05-09 20:49:58.217644+00
509,2016-01-20,20,1,1,2016,January,2026-05-09 20:49:58.217644+00
510,2016-01-23,23,1,1,2016,January,2026-05-09 20:49:58.217644+00
511,2016-01-24,24,1,1,2016,January,2026-05-09 20:49:58.217644+00
512,2016-01-25,25,1,1,2016,January,2026-05-09 20:49:58.217644+00
513,2016-01-26,26,1,1,2016,January,2026-05-09 20:49:58.217644+00
514,2016-01-27,27,1,1,2016,January,2026-05-09 20:49:58.217644+00
515,2016-01-29,29,1,1,2016,January,2026-05-09 20:49:58.217644+00
516,2016-01-30,30,1,1,2016,January,2026-05-09 20:49:58.217644+00
517,2016-02-01,1,2,1,2016,February,2026-05-09 20:49:58.217644+00
518,2016-02-02,2,2,1,2016,February,2026-05-09 20:49:58.217644+00
519,2016-02-03,3,2,1,2016,February,2026-05-09 20:49:58.217644+00
520,2016-02-04,4,2,1,2016,February,2026-05-09 20:49:58.217644+00
521,2016-02-05,5,2,1,2016,February,2026-05-09 20:49:58.217644+00
522,2016-02-07,7,2,1,2016,February,2026-05-09 20:49:58.217644+00
523,2016-02-08,8,2,1,2016,February,2026-05-09 20:49:58.217644+00
524,2016-02-09,9,2,1,2016,February,2026-05-09 20:49:58.217644+00
525,2016-02-10,10,2,1,2016,February,2026-05-09 20:49:58.217644+00
526,2016-02-11,11,2,1,2016,February,2026-05-09 20:49:58.217644+00
527,2016-02-12,12,2,1,2016,February,2026-05-09 20:49:58.217644+00
528,2016-02-15,15,2,1,2016,February,2026-05-09 20:49:58.217644+00
529,2016-02-16,16,2,1,2016,February,2026-05-09 20:49:58.217644+00
530,2016-02-17,17,2,1,2016,February,2026-05-09 20:49:58.217644+00
531,2016-02-18,18,2,1,2016,February,2026-05-09 20:49:58.217644+00
532,2016-02-19,19,2,1,2016,February,2026-05-09 20:49:58.217644+00
533,2016-02-20,20,2,1,2016,February,2026-05-09 20:49:58.217644+00
534,2016-02-22,22,2,1,2016,February,2026-05-09 20:49:58.217644+00
535,2016-02-23,23,2,1,2016,February,2026-05-09 20:49:58.217644+00
536,2016-02-24,24,2,1,2016,February,2026-05-09 20:49:58.217644+00
537,2016-02-25,25,2,1,2016,February,2026-05-09 20:49:58.217644+00
538,2016-02-26,26,2,1,2016,February,2026-05-09 20:49:58.217644+00
539,2016-02-27,27,2,1,2016,February,2026-05-09 20:49:58.217644+00
540,2016-02-29,29,2,1,2016,February,2026-05-09 20:49:58.217644+00
541,2016-03-01,1,3,1,2016,March,2026-05-09 20:49:58.217644+00
542,2016-03-02,2,3,1,2016,March,2026-05-09 20:49:58.217644+00
543,2016-03-03,3,3,1,2016,March,2026-05-09 20:49:58.217644+00
544,2016-03-04,4,3,1,2016,March,2026-05-09 20:49:58.217644+00
545,2016-03-05,5,3,1,2016,March,2026-05-09 20:49:58.217644+00
546,2016-03-07,7,3,1,2016,March,2026-05-09 20:49:58.217644+00
547,2016-03-08,8,3,1,2016,March,2026-05-09 20:49:58.217644+00
548,2016-03-10,10,3,1,2016,March,2026-05-09 20:49:58.217644+00
549,2016-03-11,11,3,1,2016,March,2026-05-09 20:49:58.217644+00
550,2016-03-12,12,3,1,2016,March,2026-05-09 20:49:58.217644+00
551,2016-03-14,14,3,1,2016,March,2026-05-09 20:49:58.217644+00
552,2016-03-15,15,3,1,2016,March,2026-05-09 20:49:58.217644+00
553,2016-03-16,16,3,1,2016,March,2026-05-09 20:49:58.217644+00
554,2016-03-17,17,3,1,2016,March,2026-05-09 20:49:58.217644+00
555,2016-03-18,18,3,1,2016,March,2026-05-09 20:49:58.217644+00
556,2016-03-19,19,3,1,2016,March,2026-05-09 20:49:58.217644+00
557,2016-03-20,20,3,1,2016,March,2026-05-09 20:49:58.217644+00
558,2016-03-21,21,3,1,2016,March,2026-05-09 20:49:58.217644+00
559,2016-03-22,22,3,1,2016,March,2026-05-09 20:49:58.217644+00
560,2016-03-23,23,3,1,2016,March,2026-05-09 20:49:58.217644+00
561,2016-03-24,24,3,1,2016,March,2026-05-09 20:49:58.217644+00
562,2016-03-25,25,3,1,2016,March,2026-05-09 20:49:58.217644+00
563,2016-03-28,28,3,1,2016,March,2026-05-09 20:49:58.217644+00
564,2016-03-29,29,3,1,2016,March,2026-05-09 20:49:58.217644+00
565,2016-03-30,30,3,1,2016,March,2026-05-09 20:49:58.217644+00
566,2016-03-31,31,3,1,2016,March,2026-05-09 20:49:58.217644+00
567,2016-04-01,1,4,2,2016,April,2026-05-09 20:49:58.217644+00
568,2016-04-02,2,4,2,2016,April,2026-05-09 20:49:58.217644+00
569,2016-04-03,3,4,2,2016,April,2026-05-09 20:49:58.217644+00
570,2016-04-04,4,4,2,2016,April,2026-05-09 20:49:58.217644+00
571,2016-04-05,5,4,2,2016,April,2026-05-09 20:49:58.217644+00
572,2016-04-06,6,4,2,2016,April,2026-05-09 20:49:58.217644+00
573,2016-04-07,7,4,2,2016,April,2026-05-09 20:49:58.217644+00
574,2016-04-08,8,4,2,2016,April,2026-05-09 20:49:58.217644+00
575,2016-04-10,10,4,2,2016,April,2026-05-09 20:49:58.217644+00
576,2016-04-11,11,4,2,2016,April,2026-05-09 20:49:58.217644+00
577,2016-04-12,12,4,2,2016,April,2026-05-09 20:49:58.217644+00
578,2016-04-13,13,4,2,2016,April,2026-05-09 20:49:58.217644+00
579,2016-04-14,14,4,2,2016,April,2026-05-09 20:49:58.217644+00
580,2016-04-15,15,4,2,2016,April,2026-05-09 20:49:58.217644+00
581,2016-04-17,17,4,2,2016,April,2026-05-09 20:49:58.217644+00
582,2016-04-19,19,4,2,2016,April,2026-05-09 20:49:58.217644+00
583,2016-04-20,20,4,2,2016,April,2026-05-09 20:49:58.217644+00
584,2016-04-21,21,4,2,2016,April,2026-05-09 20:49:58.217644+00
585,2016-04-22,22,4,2,2016,April,2026-05-09 20:49:58.217644+00
586,2016-04-23,23,4,2,2016,April,2026-05-09 20:49:58.217644+00
587,2016-04-24,24,4,2,2016,April,2026-05-09 20:49:58.217644+00
588,2016-04-25,25,4,2,2016,April,2026-05-09 20:49:58.217644+00
589,2016-04-27,27,4,2,2016,April,2026-05-09 20:49:58.217644+00
590,2016-04-28,28,4,2,2016,April,2026-05-09 20:49:58.217644+00
591,2016-04-29,29,4,2,2016,April,2026-05-09 20:49:58.217644+00
592,2016-04-30,30,4,2,2016,April,2026-05-09 20:49:58.217644+00
593,2016-05-01,1,5,2,2016,May,2026-05-09 20:49:58.217644+00
594,2016-05-02,2,5,2,2016,May,2026-05-09 20:49:58.217644+00
595,2016-05-03,3,5,2,2016,May,2026-05-09 20:49:58.217644+00
596,2016-05-04,4,5,2,2016,May,2026-05-09 20:49:58.217644+00
597,2016-05-05,5,5,2,2016,May,2026-05-09 20:49:58.217644+00
598,2016-05-07,7,5,2,2016,May,2026-05-09 20:49:58.217644+00
599,2016-05-09,9,5,2,2016,May,2026-05-09 20:49:58.217644+00
600,2016-05-10,10,5,2,2016,May,2026-05-09 20:49:58.217644+00
601,2016-05-11,11,5,2,2016,May,2026-05-09 20:49:58.217644+00
602,2016-05-12,12,5,2,2016,May,2026-05-09 20:49:58.217644+00
603,2016-05-13,13,5,2,2016,May,2026-05-09 20:49:58.217644+00
604,2016-05-14,14,5,2,2016,May,2026-05-09 20:49:58.217644+00
605,2016-05-15,15,5,2,2016,May,2026-05-09 20:49:58.217644+00
606,2016-05-16,16,5,2,2016,May,2026-05-09 20:49:58.217644+00
607,2016-05-17,17,5,2,2016,May,2026-05-09 20:49:58.217644+00
608,2016-05-18,18,5,2,2016,May,2026-05-09 20:49:58.217644+00
609,2016-05-19,19,5,2,2016,May,2026-05-09 20:49:58.217644+00
610,2016-05-22,22,5,2,2016,May,2026-05-09 20:49:58.217644+00
611,2016-05-23,23,5,2,2016,May,2026-05-09 20:49:58.217644+00
612,2016-05-25,25,5,2,2016,May,2026-05-09 20:49:58.217644+00
613,2016-05-26,26,5,2,2016,May,2026-05-09 20:49:58.217644+00
614,2016-05-27,27,5,2,2016,May,2026-05-09 20:49:58.217644+00
615,2016-05-29,29,5,2,2016,May,2026-05-09 20:49:58.217644+00
616,2016-05-30,30,5,2,2016,May,2026-05-09 20:49:58.217644+00
617,2016-05-31,31,5,2,2016,May,2026-05-09 20:49:58.217644+00
618,2016-06-01,1,6,2,2016,June,2026-05-09 20:49:58.217644+00
619,2016-06-02,2,6,2,2016,June,2026-05-09 20:49:58.217644+00
620,2016-06-03,3,6,2,2016,June,2026-05-09 20:49:58.217644+00
621,2016-06-06,6,6,2,2016,June,2026-05-09 20:49:58.217644+00
622,2016-06-07,7,6,2,2016,June,2026-05-09 20:49:58.217644+00
623,2016-06-08,8,6,2,2016,June,2026-05-09 20:49:58.217644+00
624,2016-06-09,9,6,2,2016,June,2026-05-09 20:49:58.217644+00
625,2016-06-10,10,6,2,2016,June,2026-05-09 20:49:58.217644+00
626,2016-06-11,11,6,2,2016,June,2026-05-09 20:49:58.217644+00
627,2016-06-13,13,6,2,2016,June,2026-05-09 20:49:58.217644+00
628,2016-06-14,14,6,2,2016,June,2026-05-09 20:49:58.217644+00
629,2016-06-15,15,6,2,2016,June,2026-05-09 20:49:58.217644+00
630,2016-06-16,16,6,2,2016,June,2026-05-09 20:49:58.217644+00
631,2016-06-17,17,6,2,2016,June,2026-05-09 20:49:58.217644+00
632,2016-06-18,18,6,2,2016,June,2026-05-09 20:49:58.217644+00
633,2016-06-19,19,6,2,2016,June,2026-05-09 20:49:58.217644+00
634,2016-06-20,20,6,2,2016,June,2026-05-09 20:49:58.217644+00
635,2016-06-21,21,6,2,2016,June,2026-05-09 20:49:58.217644+00
636,2016-06-22,22,6,2,2016,June,2026-05-09 20:49:58.217644+00
637,2016-06-23,23,6,2,2016,June,2026-05-09 20:49:58.217644+00
638,2016-06-24,24,6,2,2016,June,2026-05-09 20:49:58.217644+00
639,2016-06-25,25,6,2,2016,June,2026-05-09 20:49:58.217644+00
640,2016-06-27,27,6,2,2016,June,2026-05-09 20:49:58.217644+00
641,2016-06-28,28,6,2,2016,June,2026-05-09 20:49:58.217644+00
642,2016-06-29,29,6,2,2016,June,2026-05-09 20:49:58.217644+00
643,2016-06-30,30,6,2,2016,June,2026-05-09 20:49:58.217644+00
644,2016-07-01,1,7,3,2016,July,2026-05-09 20:49:58.217644+00
645,2016-07-04,4,7,3,2016,July,2026-05-09 20:49:58.217644+00
646,2016-07-05,5,7,3,2016,July,2026-05-09 20:49:58.217644+00
647,2016-07-07,7,7,3,2016,July,2026-05-09 20:49:58.217644+00
648,2016-07-08,8,7,3,2016,July,2026-05-09 20:49:58.217644+00
649,2016-07-09,9,7,3,2016,July,2026-05-09 20:49:58.217644+00
650,2016-07-10,10,7,3,2016,July,2026-05-09 20:49:58.217644+00
651,2016-07-11,11,7,3,2016,July,2026-05-09 20:49:58.217644+00
652,2016-07-12,12,7,3,2016,July,2026-05-09 20:49:58.217644+00
653,2016-07-13,13,7,3,2016,July,2026-05-09 20:49:58.217644+00
654,2016-07-14,14,7,3,2016,July,2026-05-09 20:49:58.217644+00
655,2016-07-15,15,7,3,2016,July,2026-05-09 20:49:58.217644+00
656,2016-07-16,16,7,3,2016,July,2026-05-09 20:49:58.217644+00
657,2016-07-18,18,7,3,2016,July,2026-05-09 20:49:58.217644+00
658,2016-07-19,19,7,3,2016,July,2026-05-09 20:49:58.217644+00
659,2016-07-20,20,7,3,2016,July,2026-05-09 20:49:58.217644+00
660,2016-07-21,21,7,3,2016,July,2026-05-09 20:49:58.217644+00
661,2016-07-22,22,7,3,2016,July,2026-05-09 20:49:58.217644+00
662,2016-07-23,23,7,3,2016,July,2026-05-09 20:49:58.217644+00
663,2016-07-24,24,7,3,2016,July,2026-05-09 20:49:58.217644+00
664,2016-07-25,25,7,3,2016,July,2026-05-09 20:49:58.217644+00
665,2016-07-26,26,7,3,2016,July,2026-05-09 20:49:58.217644+00
666,2016-07-27,27,7,3,2016,July,2026-05-09 20:49:58.217644+00
667,2016-07-28,28,7,3,2016,July,2026-05-09 20:49:58.217644+00
668,2016-07-29,29,7,3,2016,July,2026-05-09 20:49:58.217644+00
669,2016-07-30,30,7,3,2016,July,2026-05-09 20:49:58.217644+00
670,2016-07-31,31,7,3,2016,July,2026-05-09 20:49:58.217644+00
671,2016-08-02,2,8,3,2016,August,2026-05-09 20:49:58.217644+00
672,2016-08-03,3,8,3,2016,August,2026-05-09 20:49:58.217644+00
673,2016-08-04,4,8,3,2016,August,2026-05-09 20:49:58.217644+00
674,2016-08-05,5,8,3,2016,August,2026-05-09 20:49:58.217644+00
675,2016-08-06,6,8,3,2016,August,2026-05-09 20:49:58.217644+00
676,2016-08-07,7,8,3,2016,August,2026-05-09 20:49:58.217644+00
677,2016-08-08,8,8,3,2016,August,2026-05-09 20:49:58.217644+00
678,2016-08-09,9,8,3,2016,August,2026-05-09 20:49:58.217644+00
679,2016-08-10,10,8,3,2016,August,2026-05-09 20:49:58.217644+00
680,2016-08-12,12,8,3,2016,August,2026-05-09 20:49:58.217644+00
681,2016-08-13,13,8,3,2016,August,2026-05-09 20:49:58.217644+00
682,2016-08-14,14,8,3,2016,August,2026-05-09 20:49:58.217644+00
683,2016-08-15,15,8,3,2016,August,2026-05-09 20:49:58.217644+00
684,2016-08-16,16,8,3,2016,August,2026-05-09 20:49:58.217644+00
685,2016-08-18,18,8,3,2016,August,2026-05-09 20:49:58.217644+00
686,2016-08-19,19,8,3,2016,August,2026-05-09 20:49:58.217644+00
687,2016-08-20,20,8,3,2016,August,2026-05-09 20:49:58.217644+00
688,2016-08-23,23,8,3,2016,August,2026-05-09 20:49:58.217644+00
689,2016-08-24,24,8,3,2016,August,2026-05-09 20:49:58.217644+00
690,2016-08-26,26,8,3,2016,August,2026-05-09 20:49:58.217644+00
691,2016-08-27,27,8,3,2016,August,2026-05-09 20:49:58.217644+00
692,2016-08-28,28,8,3,2016,August,2026-05-09 20:49:58.217644+00
