last_updated_date_key,full_date,day,month,quarter,year,month_name,inserted_at
693,2016-08-29,29,8,3,2016,August,2026-05-09 20:49:58.217644+00
694,2016-08-31,31,8,3,2016,August,2026-05-09 20:49:58.217644+00
695,2016-09-01,1,9,3,2016,September,2026-05-09 20:49:58.217644+00
696,2016-09-03,3,9,3,2016,September,2026-05-09 20:49:58.217644+00
697,2016-09-04,4,9,3,2016,September,2026-05-09 20:49:58.217644+00
698,2016-09-05,5,9,3,2016,September,2026-05-09 20:49:58.217644+00
699,2016-09-06,6,9,3,2016,September,2026-05-09 20:49:58.217644+00
700,2016-09-07,7,9,3,2016,September,2026-05-09 20:49:58.217644+00
701,2016-09-08,8,9,3,2016,September,2026-05-09 20:49:58.217644+00
702,2016-09-09,9,9,3,2016,September,2026-05-09 20:49:58.217644+00
703,2016-09-10,10,9,3,2016,September,2026-05-09 20:49:58.217644+00
704,2016-09-11,11,9,3,2016,September,2026-05-09 20:49:58.217644+00
705,2016-09-12,12,9,3,2016,September,2026-05-09 20:49:58.217644+00
706,2016-09-13,13,9,3,2016,September,2026-05-09 20:49:58.217644+00
707,2016-09-14,14,9,3,2016,September,2026-05-09 20:49:58.217644+00
708,2016-09-15,15,9,3,2016,September,2026-05-09 20:49:58.217644+00
709,2016-09-16,16,9,3,2016,September,2026-05-09 20:49:58.217644+00
710,2016-09-17,17,9,3,2016,September,2026-05-09 20:49:58.217644+00
711,2016-09-19,19,9,3,2016,September,2026-05-09 20:49:58.217644+00
712,2016-09-20,20,9,3,2016,September,2026-05-09 20:49:58.217644+00
713,2016-09-21,21,9,3,2016,September,2026-05-09 20:49:58.217644+00
714,2016-09-22,22,9,3,2016,September,2026-05-09 20:49:58.217644+00
715,2016-09-23,23,9,3,2016,September,2026-05-09 20:49:58.217644+00
716,2016-09-26,26,9,3,2016,September,2026-05-09 20:49:58.217644+00
717,2016-09-27,27,9,3,2016,September,2026-05-09 20:49:58.217644+00
718,2016-09-28,28,9,3,2016,September,2026-05-09 20:49:58.217644+00
719,2016-09-29,29,9,3,2016,September,2026-05-09 20:49:58.217644+00
720,2016-09-30,30,9,3,2016,September,2026-05-09 20:49:58.217644+00
721,2016-10-01,1,10,4,2016,October,2026-05-09 20:49:58.217644+00
722,2016-10-02,2,10,4,2016,October,2026-05-09 20:49:58.217644+00
723,2016-10-03,3,10,4,2016,October,2026-05-09 20:49:58.217644+00
724,2016-10-04,4,10,4,2016,October,2026-05-09 20:49:58.217644+00
725,2016-10-05,5,10,4,2016,October,2026-05-09 20:49:58.217644+00
726,2016-10-06,6,10,4,2016,October,2026-05-09 20:49:58.217644+00
727,2016-10-07,7,10,4,2016,October,2026-05-09 20:49:58.217644+00
728,2016-10-08,8,10,4,2016,October,2026-05-09 20:49:58.217644+00
729,2016-10-10,10,10,4,2016,October,2026-05-09 20:49:58.217644+00
730,2016-10-12,12,10,4,2016,October,2026-05-09 20:49:58.217644+00
731,2016-10-13,13,10,4,2016,October,2026-05-09 20:49:58.217644+00
732,2016-10-14,14,10,4,2016,October,2026-05-09 20:49:58.217644+00
733,2016-10-16,16,10,4,2016,October,2026-05-09 20:49:58.217644+00
734,2016-10-17,17,10,4,2016,October,2026-05-09 20:49:58.217644+00
735,2016-10-18,18,10,4,2016,October,2026-05-09 20:49:58.217644+00
736,2016-10-19,19,10,4,2016,October,2026-05-09 20:49:58.217644+00
737,2016-10-20,20,10,4,2016,October,2026-05-09 20:49:58.217644+00
738,2016-10-21,21,10,4,2016,October,2026-05-09 20:49:58.217644+00
739,2016-10-22,22,10,4,2016,October,2026-05-09 20:49:58.217644+00
740,2016-10-23,23,10,4,2016,October,2026-05-09 20:49:58.217644+00
741,2016-10-24,24,10,4,2016,October,2026-05-09 20:49:58.217644+00
742,2016-10-25,25,10,4,2016,October,2026-05-09 20:49:58.217644+00
743,2016-10-26,26,10,4,2016,October,2026-05-09 20:49:58.217644+00
744,2016-10-27,27,10,4,2016,October,2026-05-09 20:49:58.217644+00
745,2016-10-28,28,10,4,2016,October,2026-05-09 20:49:58.217644+00
746,2016-10-30,30,10,4,2016,October,2026-05-09 20:49:58.217644+00
747,2016-10-31,31,10,4,2016,October,2026-05-09 20:49:58.217644+00
748,2016-11-01,1,11,4,2016,November,2026-05-09 20:49:58.217644+00
749,2016-11-02,2,11,4,2016,November,2026-05-09 20:49:58.217644+00
750,2016-11-03,3,11,4,2016,November,2026-05-09 20:49:58.217644+00
751,2016-11-04,4,11,4,2016,November,2026-05-09 20:49:58.217644+00
752,2016-11-05,5,11,4,2016,November,2026-05-09 20:49:58.217644+00
753,2016-11-06,6,11,4,2016,November,2026-05-09 20:49:58.217644+00
754,2016-11-07,7,11,4,2016,November,2026-05-09 20:49:58.217644+00
755,2016-11-08,8,11,4,2016,November,2026-05-09 20:49:58.217644+00
756,2016-11-09,9,11,4,2016,November,2026-05-09 20:49:58.217644+00
757,2016-11-10,10,11,4,2016,November,2026-05-09 20:49:58.217644+00
758,2016-11-11,11,11,4,2016,November,2026-05-09 20:49:58.217644+00
759,2016-11-14,14,11,4,2016,November,2026-05-09 20:49:58.217644+00
760,2016-11-15,15,11,4,2016,November,2026-05-09 20:49:58.217644+00
761,2016-11-16,16,11,4,2016,November,2026-05-09 20:49:58.217644+00
762,2016-11-17,17,11,4,2016,November,2026-05-09 20:49:58.217644+00
763,2016-11-18,18,11,4,2016,November,2026-05-09 20:49:58.217644+00
764,2016-11-19,19,11,4,2016,November,2026-05-09 20:49:58.217644+00
765,2016-11-20,20,11,4,2016,November,2026-05-09 20:49:58.217644+00
766,2016-11-21,21,11,4,2016,November,2026-05-09 20:49:58.217644+00
767,2016-11-22,22,11,4,2016,November,2026-05-09 20:49:58.217644+00
768,2016-11-23,23,11,4,2016,November,2026-05-09 20:49:58.217644+00
769,2016-11-24,24,11,4,2016,November,2026-05-09 20:49:58.217644+00
770,2016-11-25,25,11,4,2016,November,2026-05-09 20:49:58.217644+00
771,2016-11-26,26,11,4,2016,November,2026-05-09 20:49:58.217644+00
772,2016-11-28,28,11,4,2016,November,2026-05-09 20:49:58.217644+00
773,2016-11-29,29,11,4,2016,November,2026-05-09 20:49:58.217644+00
774,2016-11-30,30,11,4,2016,November,2026-05-09 20:49:58.217644+00
775,2016-12-01,1,12,4,2016,December,2026-05-09 20:49:58.217644+00
776,2016-12-02,2,12,4,2016,December,2026-05-09 20:49:58.217644+00
777,2016-12-03,3,12,4,2016,December,2026-05-09 20:49:58.217644+00
778,2016-12-04,4,12,4,2016,December,2026-05-09 20:49:58.217644+00
779,2016-12-05,5,12,4,2016,December,2026-05-09 20:49:58.217644+00
780,2016-12-06,6,12,4,2016,December,2026-05-09 20:49:58.217644+00
781,2016-12-07,7,12,4,2016,December,2026-05-09 20:49:58.217644+00
782,2016-12-08,8,12,4,2016,December,2026-05-09 20:49:58.217644+00
783,2016-12-09,9,12,4,2016,December,2026-05-09 20:49:58.217644+00
784,2016-12-10,10,12,4,2016,December,2026-05-09 20:49:58.217644+00
785,2016-12-11,11,12,4,2016,December,2026-05-09 20:49:58.217644+00
786,2016-12-12,12,12,4,2016,December,2026-05-09 20:49:58.217644+00
787,2016-12-13,13,12,4,2016,December,2026-05-09 20:49:58.217644+00
788,2016-12-14,14,12,4,2016,December,2026-05-09 20:49:58.217644+00
789,2016-12-15,15,12,4,2016,December,2026-05-09 20:49:58.217644+00
790,2016-12-16,16,12,4,2016,December,2026-05-09 20:49:58.217644+00
791,2016-12-17,17,12,4,2016,December,2026-05-09 20:49:58.217644+00
792,2016-12-18,18,12,4,2016,December,2026-05-09 20:49:58.217644+00
793,2016-12-19,19,12,4,2016,December,2026-05-09 20:49:58.217644+00
794,2016-12-20,20,12,4,2016,December,2026-05-09 20:49:58.217644+00
795,2016-12-21,21,12,4,2016,December,2026-05-09 20:49:58.217644+00
796,2016-12-22,22,12,4,2016,December,2026-05-09 20:49:58.217644+00
797,2016-12-23,23,12,4,2016,December,2026-05-09 20:49:58.217644+00
798,2016-12-24,24,12,4,2016,December,2026-05-09 20:49:58.217644+00
799,2016-12-25,25,12,4,2016,December,2026-05-09 20:49:58.217644+00
800,2016-12-26,26,12,4,2016,December,2026-05-09 20:49:58.217644+00
801,2016-12-29,29,12,4,2016,December,2026-05-09 20:49:58.217644+00
802,2016-12-30,30,12,4,2016,December,2026-05-09 20:49:58.217644+00
803,2016-12-31,31,12,4,2016,December,2026-05-09 20:49:58.217644+00
804,2017-01-02,2,1,1,2017,January,2026-05-09 20:49:58.217644+00
805,2017-01-03,3,1,1,2017,January,2026-05-09 20:49:58.217644+00
806,2017-01-04,4,1,1,2017,January,2026-05-09 20:49:58.217644+00
807,2017-01-05,5,1,1,2017,January,2026-05-09 20:49:58.217644+00
808,2017-01-06,6,1,1,2017,January,2026-05-09 20:49:58.217644+00
809,2017-01-07,7,1,1,2017,January,2026-05-09 20:49:58.217644+00
810,2017-01-08,8,1,1,2017,January,2026-05-09 20:49:58.217644+00
811,2017-01-09,9,1,1,2017,January,2026-05-09 20:49:58.217644+00
812,2017-01-10,10,1,1,2017,January,2026-05-09 20:49:58.217644+00
813,2017-01-11,11,1,1,2017,January,2026-05-09 20:49:58.217644+00
814,2017-01-12,12,1,1,2017,January,2026-05-09 20:49:58.217644+00
815,2017-01-13,13,1,1,2017,January,2026-05-09 20:49:58.217644+00
816,2017-01-14,14,1,1,2017,January,2026-05-09 20:49:58.217644+00
817,2017-01-15,15,1,1,2017,January,2026-05-09 20:49:58.217644+00
818,2017-01-16,16,1,1,2017,January,2026-05-09 20:49:58.217644+00
819,2017-01-17,17,1,1,2017,January,2026-05-09 20:49:58.217644+00
820,2017-01-18,18,1,1,2017,January,2026-05-09 20:49:58.217644+00
821,2017-01-19,19,1,1,2017,January,2026-05-09 20:49:58.217644+00
822,2017-01-20,20,1,1,2017,January,2026-05-09 20:49:58.217644+00
823,2017-01-21,21,1,1,2017,January,2026-05-09 20:49:58.217644+00
824,2017-01-22,22,1,1,2017,January,2026-05-09 20:49:58.217644+00
825,2017-01-23,23,1,1,2017,January,2026-05-09 20:49:58.217644+00
826,2017-01-24,24,1,1,2017,January,2026-05-09 20:49:58.217644+00
827,2017-01-25,25,1,1,2017,January,2026-05-09 20:49:58.217644+00
828,2017-01-26,26,1,1,2017,January,2026-05-09 20:49:58.217644+00
829,2017-01-27,27,1,1,2017,January,2026-05-09 20:49:58.217644+00
830,2017-01-28,28,1,1,2017,January,2026-05-09 20:49:58.217644+00
831,2017-01-29,29,1,1,2017,January,2026-05-09 20:49:58.217644+00
832,2017-01-30,30,1,1,2017,January,2026-05-09 20:49:58.217644+00
833,2017-01-31,31,1,1,2017,January,2026-05-09 20:49:58.217644+00
834,2017-02-01,1,2,1,2017,February,2026-05-09 20:49:58.217644+00
835,2017-02-02,2,2,1,2017,February,2026-05-09 20:49:58.217644+00
836,2017-02-03,3,2,1,2017,February,2026-05-09 20:49:58.217644+00
837,2017-02-04,4,2,1,2017,February,2026-05-09 20:49:58.217644+00
838,2017-02-05,5,2,1,2017,February,2026-05-09 20:49:58.217644+00
839,2017-02-06,6,2,1,2017,February,2026-05-09 20:49:58.217644+00
840,2017-02-07,7,2,1,2017,February,2026-05-09 20:49:58.217644+00
841,2017-02-08,8,2,1,2017,February,2026-05-09 20:49:58.217644+00
842,2017-02-09,9,2,1,2017,February,2026-05-09 20:49:58.217644+00
843,2017-02-10,10,2,1,2017,February,2026-05-09 20:49:58.217644+00
844,2017-02-11,11,2,1,2017,February,2026-05-09 20:49:58.217644+00
845,2017-02-12,12,2,1,2017,February,2026-05-09 20:49:58.217644+00
846,2017-02-13,13,2,1,2017,February,2026-05-09 20:49:58.217644+00
847,2017-02-14,14,2,1,2017,February,2026-05-09 20:49:58.217644+00
848,2017-02-15,15,2,1,2017,February,2026-05-09 20:49:58.217644+00
849,2017-02-16,16,2,1,2017,February,2026-05-09 20:49:58.217644+00
850,2017-02-17,17,2,1,2017,February,2026-05-09 20:49:58.217644+00
851,2017-02-18,18,2,1,2017,February,2026-05-09 20:49:58.217644+00
852,2017-02-20,20,2,1,2017,February,2026-05-09 20:49:58.217644+00
853,2017-02-21,21,2,1,2017,February,2026-05-09 20:49:58.217644+00
854,2017-02-22,22,2,1,2017,February,2026-05-09 20:49:58.217644+00
855,2017-02-23,23,2,1,2017,February,2026-05-09 20:49:58.217644+00
856,2017-02-24,24,2,1,2017,February,2026-05-09 20:49:58.217644+00
857,2017-02-25,25,2,1,2017,February,2026-05-09 20:49:58.217644+00
858,2017-02-26,26,2,1,2017,February,2026-05-09 20:49:58.217644+00
859,2017-02-27,27,2,1,2017,February,2026-05-09 20:49:58.217644+00
860,2017-02-28,28,2,1,2017,February,2026-05-09 20:49:58.217644+00
861,2017-03-01,1,3,1,2017,March,2026-05-09 20:49:58.217644+00
862,2017-03-02,2,3,1,2017,March,2026-05-09 20:49:58.217644+00
863,2017-03-03,3,3,1,2017,March,2026-05-09 20:49:58.217644+00
864,2017-03-04,4,3,1,2017,March,2026-05-09 20:49:58.217644+00
865,2017-03-05,5,3,1,2017,March,2026-05-09 20:49:58.217644+00
866,2017-03-06,6,3,1,2017,March,2026-05-09 20:49:58.217644+00
867,2017-03-07,7,3,1,2017,March,2026-05-09 20:49:58.217644+00
868,2017-03-08,8,3,1,2017,March,2026-05-09 20:49:58.217644+00
869,2017-03-09,9,3,1,2017,March,2026-05-09 20:49:58.217644+00
870,2017-03-10,10,3,1,2017,March,2026-05-09 20:49:58.217644+00
871,2017-03-11,11,3,1,2017,March,2026-05-09 20:49:58.217644+00
872,2017-03-12,12,3,1,2017,March,2026-05-09 20:49:58.217644+00
873,2017-03-13,13,3,1,2017,March,2026-05-09 20:49:58.217644+00
874,2017-03-14,14,3,1,2017,March,2026-05-09 20:49:58.217644+00
875,2017-03-15,15,3,1,2017,March,2026-05-09 20:49:58.217644+00
876,2017-03-16,16,3,1,2017,March,2026-05-09 20:49:58.217644+00
877,2017-03-17,17,3,1,2017,March,2026-05-09 20:49:58.217644+00
878,2017-03-19,19,3,1,2017,March,2026-05-09 20:49:58.217644+00
879,2017-03-20,20,3,1,2017,March,2026-05-09 20:49:58.217644+00
880,2017-03-21,21,3,1,2017,March,2026-05-09 20:49:58.217644+00
881,2017-03-22,22,3,1,2017,March,2026-05-09 20:49:58.217644+00
882,2017-03-23,23,3,1,2017,March,2026-05-09 20:49:58.217644+00
883,2017-03-24,24,3,1,2017,March,2026-05-09 20:49:58.217644+00
884,2017-03-25,25,3,1,2017,March,2026-05-09 20:49:58.217644+00
885,2017-03-26,26,3,1,2017,March,2026-05-09 20:49:58.217644+00
886,2017-03-27,27,3,1,2017,March,2026-05-09 20:49:58.217644+00
887,2017-03-28,28,3,1,2017,March,2026-05-09 20:49:58.217644+00
888,2017-03-29,29,3,1,2017,March,2026-05-09 20:49:58.217644+00
889,2017-03-30,30,3,1,2017,March,2026-05-09 20:49:58.217644+00
890,2017-03-31,31,3,1,2017,March,2026-05-09 20:49:58.217644+00
891,2017-04-01,1,4,2,2017,April,2026-05-09 20:49:58.217644+00
892,2017-04-02,2,4,2,2017,April,2026-05-09 20:49:58.217644+00
893,2017-04-03,3,4,2,2017,April,2026-05-09 20:49:58.217644+00
894,2017-04-04,4,4,2,2017,April,2026-05-09 20:49:58.217644+00
895,2017-04-05,5,4,2,2017,April,2026-05-09 20:49:58.217644+00
896,2017-04-06,6,4,2,2017,April,2026-05-09 20:49:58.217644+00
897,2017-04-08,8,4,2,2017,April,2026-05-09 20:49:58.217644+00
898,2017-04-10,10,4,2,2017,April,2026-05-09 20:49:58.217644+00
899,2017-04-11,11,4,2,2017,April,2026-05-09 20:49:58.217644+00
900,2017-04-12,12,4,2,2017,April,2026-05-09 20:49:58.217644+00
901,2017-04-13,13,4,2,2017,April,2026-05-09 20:49:58.217644+00
902,2017-04-14,14,4,2,2017,April,2026-05-09 20:49:58.217644+00
903,2017-04-15,15,4,2,2017,April,2026-05-09 20:49:58.217644+00
904,2017-04-16,16,4,2,2017,April,2026-05-09 20:49:58.217644+00
905,2017-04-17,17,4,2,2017,April,2026-05-09 20:49:58.217644+00
906,2017-04-18,18,4,2,2017,April,2026-05-09 20:49:58.217644+00
907,2017-04-19,19,4,2,2017,April,2026-05-09 20:49:58.217644+00
908,2017-04-20,20,4,2,2017,April,2026-05-09 20:49:58.217644+00
909,2017-04-21,21,4,2,2017,April,2026-05-09 20:49:58.217644+00
910,2017-04-22,22,4,2,2017,April,2026-05-09 20:49:58.217644+00
911,2017-04-23,23,4,2,2017,April,2026-05-09 20:49:58.217644+00
912,2017-04-24,24,4,2,2017,April,2026-05-09 20:49:58.217644+00
913,2017-04-25,25,4,2,2017,April,2026-05-09 20:49:58.217644+00
914,2017-04-26,26,4,2,2017,April,2026-05-09 20:49:58.217644+00
915,2017-04-27,27,4,2,2017,April,2026-05-09 20:49:58.217644+00
916,2017-04-28,28,4,2,2017,April,2026-05-09 20:49:58.217644+00
917,2017-04-29,29,4,2,2017,April,2026-05-09 20:49:58.217644+00
918,2017-04-30,30,4,2,2017,April,2026-05-09 20:49:58.217644+00
919,2017-05-01,1,5,2,2017,May,2026-05-09 20:49:58.217644+00
920,2017-05-02,2,5,2,2017,May,2026-05-09 20:49:58.217644+00
921,2017-05-03,3,5,2,2017,May,2026-05-09 20:49:58.217644+00
922,2017-05-04,4,5,2,2017,May,2026-05-09 20:49:58.217644+00
923,2017-05-05,5,5,2,2017,May,2026-05-09 20:49:58.217644+00
924,2017-05-08,8,5,2,2017,May,2026-05-09 20:49:58.217644+00
925,2017-05-09,9,5,2,2017,May,2026-05-09 20:49:58.217644+00
926,2017-05-10,10,5,2,2017,May,2026-05-09 20:49:58.217644+00
927,2017-05-11,11,5,2,2017,May,2026-05-09 20:49:58.217644+00
928,2017-05-12,12,5,2,2017,May,2026-05-09 20:49:58.217644+00
929,2017-05-13,13,5,2,2017,May,2026-05-09 20:49:58.217644+00
930,2017-05-14,14,5,2,2017,May,2026-05-09 20:49:58.217644+00
931,2017-05-15,15,5,2,2017,May,2026-05-09 20:49:58.217644+00
932,2017-05-16,16,5,2,2017,May,2026-05-09 20:49:58.217644+00
933,2017-05-17,17,5,2,2017,May,2026-05-09 20:49:58.217644+00
934,2017-05-18,18,5,2,2017,May,2026-05-09 20:49:58.217644+00
935,2017-05-19,19,5,2,2017,May,2026-05-09 20:49:58.217644+00
936,2017-05-20,20,5,2,2017,May,2026-05-09 20:49:58.217644+00
937,2017-05-22,22,5,2,2017,May,2026-05-09 20:49:58.217644+00
938,2017-05-23,23,5,2,2017,May,2026-05-09 20:49:58.217644+00
939,2017-05-24,24,5,2,2017,May,2026-05-09 20:49:58.217644+00
940,2017-05-25,25,5,2,2017,May,2026-05-09 20:49:58.217644+00
941,2017-05-26,26,5,2,2017,May,2026-05-09 20:49:58.217644+00
942,2017-05-27,27,5,2,2017,May,2026-05-09 20:49:58.217644+00
943,2017-05-29,29,5,2,2017,May,2026-05-09 20:49:58.217644+00
944,2017-05-30,30,5,2,2017,May,2026-05-09 20:49:58.217644+00
945,2017-05-31,31,5,2,2017,May,2026-05-09 20:49:58.217644+00
946,2017-06-01,1,6,2,2017,June,2026-05-09 20:49:58.217644+00
947,2017-06-02,2,6,2,2017,June,2026-05-09 20:49:58.217644+00
948,2017-06-03,3,6,2,2017,June,2026-05-09 20:49:58.217644+00
949,2017-06-04,4,6,2,2017,June,2026-05-09 20:49:58.217644+00
950,2017-06-05,5,6,2,2017,June,2026-05-09 20:49:58.217644+00
951,2017-06-06,6,6,2,2017,June,2026-05-09 20:49:58.217644+00
952,2017-06-07,7,6,2,2017,June,2026-05-09 20:49:58.217644+00
953,2017-06-08,8,6,2,2017,June,2026-05-09 20:49:58.217644+00
954,2017-06-09,9,6,2,2017,June,2026-05-09 20:49:58.217644+00
955,2017-06-10,10,6,2,2017,June,2026-05-09 20:49:58.217644+00
956,2017-06-11,11,6,2,2017,June,2026-05-09 20:49:58.217644+00
957,2017-06-12,12,6,2,2017,June,2026-05-09 20:49:58.217644+00
958,2017-06-13,13,6,2,2017,June,2026-05-09 20:49:58.217644+00
959,2017-06-14,14,6,2,2017,June,2026-05-09 20:49:58.217644+00
960,2017-06-15,15,6,2,2017,June,2026-05-09 20:49:58.217644+00
961,2017-06-16,16,6,2,2017,June,2026-05-09 20:49:58.217644+00
962,2017-06-17,17,6,2,2017,June,2026-05-09 20:49:58.217644+00
963,2017-06-18,18,6,2,2017,June,2026-05-09 20:49:58.217644+00
964,2017-06-19,19,6,2,2017,June,2026-05-09 20:49:58.217644+00
965,2017-06-20,20,6,2,2017,June,2026-05-09 20:49:58.217644+00
966,2017-06-21,21,6,2,2017,June,2026-05-09 20:49:58.217644+00
967,2017-06-22,22,6,2,2017,June,2026-05-09 20:49:58.217644+00
968,2017-06-23,23,6,2,2017,June,2026-05-09 20:49:58.217644+00
969,2017-06-24,24,6,2,2017,June,2026-05-09 20:49:58.217644+00
970,2017-06-25,25,6,2,2017,June,2026-05-09 20:49:58.217644+00
971,2017-06-26,26,6,2,2017,June,2026-05-09 20:49:58.217644+00
972,2017-06-27,27,6,2,2017,June,2026-05-09 20:49:58.217644+00
973,2017-06-28,28,6,2,2017,June,2026-05-09 20:49:58.217644+00
974,2017-06-29,29,6,2,2017,June,2026-05-09 20:49:58.217644+00
975,2017-06-30,30,6,2,2017,June,2026-05-09 20:49:58.217644+00
976,2017-07-01,1,7,3,2017,July,2026-05-09 20:49:58.217644+00
977,2017-07-02,2,7,3,2017,July,2026-05-09 20:49:58.217644+00
978,2017-07-03,3,7,3,2017,July,2026-05-09 20:49:58.217644+00
979,2017-07-04,4,7,3,2017,July,2026-05-09 20:49:58.217644+00
980,2017-07-05,5,7,3,2017,July,2026-05-09 20:49:58.217644+00
981,2017-07-06,6,7,3,2017,July,2026-05-09 20:49:58.217644+00
982,2017-07-07,7,7,3,2017,July,2026-05-09 20:49:58.217644+00
983,2017-07-08,8,7,3,2017,July,2026-05-09 20:49:58.217644+00
984,2017-07-09,9,7,3,2017,July,2026-05-09 20:49:58.217644+00
985,2017-07-10,10,7,3,2017,July,2026-05-09 20:49:58.217644+00
986,2017-07-11,11,7,3,2017,July,2026-05-09 20:49:58.217644+00
987,2017-07-12,12,7,3,2017,July,2026-05-09 20:49:58.217644+00
988,2017-07-13,13,7,3,2017,July,2026-05-09 20:49:58.217644+00
989,2017-07-14,14,7,3,2017,July,2026-05-09 20:49:58.217644+00
990,2017-07-15,15,7,3,2017,July,2026-05-09 20:49:58.217644+00
991,2017-07-16,16,7,3,2017,July,2026-05-09 20:49:58.217644+00
992,2017-07-17,17,7,3,2017,July,2026-05-09 20:49:58.217644+00
993,2017-07-18,18,7,3,2017,July,2026-05-09 20:49:58.217644+00
994,2017-07-19,19,7,3,2017,July,2026-05-09 20:49:58.217644+00
995,2017-07-20,20,7,3,2017,July,2026-05-09 20:49:58.217644+00
996,2017-07-21,21,7,3,2017,July,2026-05-09 20:49:58.217644+00
997,2017-07-22,22,7,3,2017,July,2026-05-09 20:49:58.217644+00
998,2017-07-23,23,7,3,2017,July,2026-05-09 20:49:58.217644+00
999,2017-07-24,24,7,3,2017,July,2026-05-09 20:49:58.217644+00
1000,2017-07-25,25,7,3,2017,July,2026-05-09 20:49:58.217644+00
1001,2017-07-26,26,7,3,2017,July,2026-05-09 20:49:58.217644+00
1002,2017-07-27,27,7,3,2017,July,2026-05-09 20:49:58.217644+00
1003,2017-07-28,28,7,3,2017,July,2026-05-09 20:49:58.217644+00
1004,2017-07-29,29,7,3,2017,July,2026-05-09 20:49:58.217644+00
1005,2017-07-30,30,7,3,2017,July,2026-05-09 20:49:58.217644+00
1006,2017-07-31,31,7,3,2017,July,2026-05-09 20:49:58.217644+00
1007,2017-08-01,1,8,3,2017,August,2026-05-09 20:49:58.217644+00
1008,2017-08-02,2,8,3,2017,August,2026-05-09 20:49:58.217644+00
1009,2017-08-03,3,8,3,2017,August,2026-05-09 20:49:58.217644+00
1010,2017-08-04,4,8,3,2017,August,2026-05-09 20:49:58.217644+00
1011,2017-08-05,5,8,3,2017,August,2026-05-09 20:49:58.217644+00
1012,2017-08-06,6,8,3,2017,August,2026-05-09 20:49:58.217644+00
1013,2017-08-07,7,8,3,2017,August,2026-05-09 20:49:58.217644+00
1014,2017-08-08,8,8,3,2017,August,2026-05-09 20:49:58.217644+00
1015,2017-08-09,9,8,3,2017,August,2026-05-09 20:49:58.217644+00
1016,2017-08-10,10,8,3,2017,August,2026-05-09 20:49:58.217644+00
1017,2017-08-11,11,8,3,2017,August,2026-05-09 20:49:58.217644+00
1018,2017-08-12,12,8,3,2017,August,2026-05-09 20:49:58.217644+00
1019,2017-08-13,13,8,3,2017,August,2026-05-09 20:49:58.217644+00
1020,2017-08-14,14,8,3,2017,August,2026-05-09 20:49:58.217644+00
1021,2017-08-15,15,8,3,2017,August,2026-05-09 20:49:58.217644+00
1022,2017-08-16,16,8,3,2017,August,2026-05-09 20:49:58.217644+00
1023,2017-08-17,17,8,3,2017,August,2026-05-09 20:49:58.217644+00
1024,2017-08-18,18,8,3,2017,August,2026-05-09 20:49:58.217644+00
1025,2017-08-19,19,8,3,2017,August,2026-05-09 20:49:58.217644+00
1026,2017-08-20,20,8,3,2017,August,2026-05-09 20:49:58.217644+00
1027,2017-08-21,21,8,3,2017,August,2026-05-09 20:49:58.217644+00
1028,2017-08-22,22,8,3,2017,August,2026-05-09 20:49:58.217644+00
1029,2017-08-23,23,8,3,2017,August,2026-05-09 20:49:58.217644+00
1030,2017-08-24,24,8,3,2017,August,2026-05-09 20:49:58.217644+00
1031,2017-08-25,25,8,3,2017,August,2026-05-09 20:49:58.217644+00
1032,2017-08-26,26,8,3,2017,August,2026-05-09 20:49:58.217644+00
1033,2017-08-27,27,8,3,2017,August,2026-05-09 20:49:58.217644+00
1034,2017-08-28,28,8,3,2017,August,2026-05-09 20:49:58.217644+00
1035,2017-08-29,29,8,3,2017,August,2026-05-09 20:49:58.217644+00
1036,2017-08-30,30,8,3,2017,August,2026-05-09 20:49:58.217644+00
