last_updated_date_key,full_date,day,month,quarter,year,month_name,inserted_at
1037,2017-08-31,31,8,3,2017,August,2026-05-09 20:49:58.217644+00
1038,2017-09-01,1,9,3,2017,September,2026-05-09 20:49:58.217644+00
1039,2017-09-02,2,9,3,2017,September,2026-05-09 20:49:58.217644+00
1040,2017-09-03,3,9,3,2017,September,2026-05-09 20:49:58.217644+00
1041,2017-09-04,4,9,3,2017,September,2026-05-09 20:49:58.217644+00
1042,2017-09-05,5,9,3,2017,September,2026-05-09 20:49:58.217644+00
1043,2017-09-06,6,9,3,2017,September,2026-05-09 20:49:58.217644+00
1044,2017-09-07,7,9,3,2017,September,2026-05-09 20:49:58.217644+00
1045,2017-09-08,8,9,3,2017,September,2026-05-09 20:49:58.217644+00
1046,2017-09-09,9,9,3,2017,September,2026-05-09 20:49:58.217644+00
1047,2017-09-10,10,9,3,2017,September,2026-05-09 20:49:58.217644+00
1048,2017-09-11,11,9,3,2017,September,2026-05-09 20:49:58.217644+00
1049,2017-09-12,12,9,3,2017,September,2026-05-09 20:49:58.217644+00
1050,2017-09-13,13,9,3,2017,September,2026-05-09 20:49:58.217644+00
1051,2017-09-14,14,9,3,2017,September,2026-05-09 20:49:58.217644+00
1052,2017-09-15,15,9,3,2017,September,2026-05-09 20:49:58.217644+00
1053,2017-09-17,17,9,3,2017,September,2026-05-09 20:49:58.217644+00
1054,2017-09-18,18,9,3,2017,September,2026-05-09 20:49:58.217644+00
1055,2017-09-19,19,9,3,2017,September,2026-05-09 20:49:58.217644+00
1056,2017-09-20,20,9,3,2017,September,2026-05-09 20:49:58.217644+00
1057,2017-09-21,21,9,3,2017,September,2026-05-09 20:49:58.217644+00
1058,2017-09-22,22,9,3,2017,September,2026-05-09 20:49:58.217644+00
1059,2017-09-23,23,9,3,2017,September,2026-05-09 20:49:58.217644+00
1060,2017-09-24,24,9,3,2017,September,2026-05-09 20:49:58.217644+00
1061,2017-09-25,25,9,3,2017,September,2026-05-09 20:49:58.217644+00
1062,2017-09-26,26,9,3,2017,September,2026-05-09 20:49:58.217644+00
1063,2017-09-27,27,9,3,2017,September,2026-05-09 20:49:58.217644+00
1064,2017-09-28,28,9,3,2017,September,2026-05-09 20:49:58.217644+00
1065,2017-09-29,29,9,3,2017,September,2026-05-09 20:49:58.217644+00
1066,2017-09-30,30,9,3,2017,September,2026-05-09 20:49:58.217644+00
1067,2017-10-01,1,10,4,2017,October,2026-05-09 20:49:58.217644+00
1068,2017-10-02,2,10,4,2017,October,2026-05-09 20:49:58.217644+00
1069,2017-10-03,3,10,4,2017,October,2026-05-09 20:49:58.217644+00
1070,2017-10-04,4,10,4,2017,October,2026-05-09 20:49:58.217644+00
1071,2017-10-05,5,10,4,2017,October,2026-05-09 20:49:58.217644+00
1072,2017-10-06,6,10,4,2017,October,2026-05-09 20:49:58.217644+00
1073,2017-10-07,7,10,4,2017,October,2026-05-09 20:49:58.217644+00
1074,2017-10-09,9,10,4,2017,October,2026-05-09 20:49:58.217644+00
1075,2017-10-10,10,10,4,2017,October,2026-05-09 20:49:58.217644+00
1076,2017-10-11,11,10,4,2017,October,2026-05-09 20:49:58.217644+00
1077,2017-10-12,12,10,4,2017,October,2026-05-09 20:49:58.217644+00
1078,2017-10-13,13,10,4,2017,October,2026-05-09 20:49:58.217644+00
1079,2017-10-14,14,10,4,2017,October,2026-05-09 20:49:58.217644+00
1080,2017-10-15,15,10,4,2017,October,2026-05-09 20:49:58.217644+00
1081,2017-10-16,16,10,4,2017,October,2026-05-09 20:49:58.217644+00
1082,2017-10-17,17,10,4,2017,October,2026-05-09 20:49:58.217644+00
1083,2017-10-18,18,10,4,2017,October,2026-05-09 20:49:58.217644+00
1084,2017-10-19,19,10,4,2017,October,2026-05-09 20:49:58.217644+00
1085,2017-10-20,20,10,4,2017,October,2026-05-09 20:49:58.217644+00
1086,2017-10-21,21,10,4,2017,October,2026-05-09 20:49:58.217644+00
1087,2017-10-22,22,10,4,2017,October,2026-05-09 20:49:58.217644+00
1088,2017-10-23,23,10,4,2017,October,2026-05-09 20:49:58.217644+00
1089,2017-10-24,24,10,4,2017,October,2026-05-09 20:49:58.217644+00
1090,2017-10-25,25,10,4,2017,October,2026-05-09 20:49:58.217644+00
1091,2017-10-26,26,10,4,2017,October,2026-05-09 20:49:58.217644+00
1092,2017-10-27,27,10,4,2017,October,2026-05-09 20:49:58.217644+00
1093,2017-10-28,28,10,4,2017,October,2026-05-09 20:49:58.217644+00
1094,2017-10-29,29,10,4,2017,October,2026-05-09 20:49:58.217644+00
1095,2017-10-30,30,10,4,2017,October,2026-05-09 20:49:58.217644+00
1096,2017-10-31,31,10,4,2017,October,2026-05-09 20:49:58.217644+00
1097,2017-11-01,1,11,4,2017,November,2026-05-09 20:49:58.217644+00
1098,2017-11-02,2,11,4,2017,November,2026-05-09 20:49:58.217644+00
1099,2017-11-03,3,11,4,2017,November,2026-05-09 20:49:58.217644+00
1100,2017-11-04,4,11,4,2017,November,2026-05-09 20:49:58.217644+00
1101,2017-11-05,5,11,4,2017,November,2026-05-09 20:49:58.217644+00
1102,2017-11-06,6,11,4,2017,November,2026-05-09 20:49:58.217644+00
1103,2017-11-07,7,11,4,2017,November,2026-05-09 20:49:58.217644+00
1104,2017-11-08,8,11,4,2017,November,2026-05-09 20:49:58.217644+00
1105,2017-11-09,9,11,4,2017,November,2026-05-09 20:49:58.217644+00
1106,2017-11-10,10,11,4,2017,November,2026-05-09 20:49:58.217644+00
1107,2017-11-11,11,11,4,2017,November,2026-05-09 20:49:58.217644+00
1108,2017-11-12,12,11,4,2017,November,2026-05-09 20:49:58.217644+00
1109,2017-11-13,13,11,4,2017,November,2026-05-09 20:49:58.217644+00
1110,2017-11-14,14,11,4,2017,November,2026-05-09 20:49:58.217644+00
1111,2017-11-15,15,11,4,2017,November,2026-05-09 20:49:58.217644+00
1112,2017-11-16,16,11,4,2017,November,2026-05-09 20:49:58.217644+00
1113,2017-11-17,17,11,4,2017,November,2026-05-09 20:49:58.217644+00
1114,2017-11-18,18,11,4,2017,November,2026-05-09 20:49:58.217644+00
1115,2017-11-19,19,11,4,2017,November,2026-05-09 20:49:58.217644+00
1116,2017-11-20,20,11,4,2017,November,2026-05-09 20:49:58.217644+00
1117,2017-11-21,21,11,4,2017,November,2026-05-09 20:49:58.217644+00
1118,2017-11-22,22,11,4,2017,November,2026-05-09 20:49:58.217644+00
1119,2017-11-23,23,11,4,2017,November,2026-05-09 20:49:58.217644+00
1120,2017-11-24,24,11,4,2017,November,2026-05-09 20:49:58.217644+00
1121,2017-11-25,25,11,4,2017,November,2026-05-09 20:49:58.217644+00
1122,2017-11-26,26,11,4,2017,November,2026-05-09 20:49:58.217644+00
1123,2017-11-27,27,11,4,2017,November,2026-05-09 20:49:58.217644+00
1124,2017-11-28,28,11,4,2017,November,2026-05-09 20:49:58.217644+00
1125,2017-11-29,29,11,4,2017,November,2026-05-09 20:49:58.217644+00
1126,2017-11-30,30,11,4,2017,November,2026-05-09 20:49:58.217644+00
1127,2017-12-01,1,12,4,2017,December,2026-05-09 20:49:58.217644+00
1128,2017-12-02,2,12,4,2017,December,2026-05-09 20:49:58.217644+00
1129,2017-12-03,3,12,4,2017,December,2026-05-09 20:49:58.217644+00
1130,2017-12-04,4,12,4,2017,December,2026-05-09 20:49:58.217644+00
1131,2017-12-05,5,12,4,2017,December,2026-05-09 20:49:58.217644+00
1132,2017-12-06,6,12,4,2017,December,2026-05-09 20:49:58.217644+00
1133,2017-12-07,7,12,4,2017,December,2026-05-09 20:49:58.217644+00
1134,2017-12-08,8,12,4,2017,December,2026-05-09 20:49:58.217644+00
1135,2017-12-09,9,12,4,2017,December,2026-05-09 20:49:58.217644+00
1136,2017-12-10,10,12,4,2017,December,2026-05-09 20:49:58.217644+00
1137,2017-12-11,11,12,4,2017,December,2026-05-09 20:49:58.217644+00
1138,2017-12-12,12,12,4,2017,December,2026-05-09 20:49:58.217644+00
1139,2017-12-13,13,12,4,2017,December,2026-05-09 20:49:58.217644+00
1140,2017-12-14,14,12,4,2017,December,2026-05-09 20:49:58.217644+00
1141,2017-12-15,15,12,4,2017,December,2026-05-09 20:49:58.217644+00
1142,2017-12-16,16,12,4,2017,December,2026-05-09 20:49:58.217644+00
1143,2017-12-17,17,12,4,2017,December,2026-05-09 20:49:58.217644+00
1144,2017-12-18,18,12,4,2017,December,2026-05-09 20:49:58.217644+00
1145,2017-12-19,19,12,4,2017,December,2026-05-09 20:49:58.217644+00
1146,2017-12-20,20,12,4,2017,December,2026-05-09 20:49:58.217644+00
1147,2017-12-21,21,12,4,2017,December,2026-05-09 20:49:58.217644+00
1148,2017-12-22,22,12,4,2017,December,2026-05-09 20:49:58.217644+00
1149,2017-12-23,23,12,4,2017,December,2026-05-09 20:49:58.217644+00
1150,2017-12-24,24,12,4,2017,December,2026-05-09 20:49:58.217644+00
1151,2017-12-25,25,12,4,2017,December,2026-05-09 20:49:58.217644+00
1152,2017-12-26,26,12,4,2017,December,2026-05-09 20:49:58.217644+00
1153,2017-12-27,27,12,4,2017,December,2026-05-09 20:49:58.217644+00
1154,2017-12-28,28,12,4,2017,December,2026-05-09 20:49:58.217644+00
1155,2017-12-29,29,12,4,2017,December,2026-05-09 20:49:58.217644+00
1156,2017-12-30,30,12,4,2017,December,2026-05-09 20:49:58.217644+00
1157,2017-12-31,31,12,4,2017,December,2026-05-09 20:49:58.217644+00
1158,2018-01-01,1,1,1,2018,January,2026-05-09 20:49:58.217644+00
1159,2018-01-02,2,1,1,2018,January,2026-05-09 20:49:58.217644+00
1160,2018-01-03,3,1,1,2018,January,2026-05-09 20:49:58.217644+00
1161,2018-01-04,4,1,1,2018,January,2026-05-09 20:49:58.217644+00
1162,2018-01-05,5,1,1,2018,January,2026-05-09 20:49:58.217644+00
1163,2018-01-06,6,1,1,2018,January,2026-05-09 20:49:58.217644+00
1164,2018-01-07,7,1,1,2018,January,2026-05-09 20:49:58.217644+00
1165,2018-01-08,8,1,1,2018,January,2026-05-09 20:49:58.217644+00
1166,2018-01-09,9,1,1,2018,January,2026-05-09 20:49:58.217644+00
1167,2018-01-10,10,1,1,2018,January,2026-05-09 20:49:58.217644+00
1168,2018-01-11,11,1,1,2018,January,2026-05-09 20:49:58.217644+00
1169,2018-01-12,12,1,1,2018,January,2026-05-09 20:49:58.217644+00
1170,2018-01-13,13,1,1,2018,January,2026-05-09 20:49:58.217644+00
1171,2018-01-14,14,1,1,2018,January,2026-05-09 20:49:58.217644+00
1172,2018-01-15,15,1,1,2018,January,2026-05-09 20:49:58.217644+00
1173,2018-01-16,16,1,1,2018,January,2026-05-09 20:49:58.217644+00
1174,2018-01-17,17,1,1,2018,January,2026-05-09 20:49:58.217644+00
1175,2018-01-18,18,1,1,2018,January,2026-05-09 20:49:58.217644+00
1176,2018-01-19,19,1,1,2018,January,2026-05-09 20:49:58.217644+00
1177,2018-01-20,20,1,1,2018,January,2026-05-09 20:49:58.217644+00
1178,2018-01-21,21,1,1,2018,January,2026-05-09 20:49:58.217644+00
1179,2018-01-22,22,1,1,2018,January,2026-05-09 20:49:58.217644+00
1180,2018-01-23,23,1,1,2018,January,2026-05-09 20:49:58.217644+00
1181,2018-01-24,24,1,1,2018,January,2026-05-09 20:49:58.217644+00
1182,2018-01-25,25,1,1,2018,January,2026-05-09 20:49:58.217644+00
1183,2018-01-26,26,1,1,2018,January,2026-05-09 20:49:58.217644+00
1184,2018-01-27,27,1,1,2018,January,2026-05-09 20:49:58.217644+00
1185,2018-01-28,28,1,1,2018,January,2026-05-09 20:49:58.217644+00
1186,2018-01-29,29,1,1,2018,January,2026-05-09 20:49:58.217644+00
1187,2018-01-30,30,1,1,2018,January,2026-05-09 20:49:58.217644+00
1188,2018-01-31,31,1,1,2018,January,2026-05-09 20:49:58.217644+00
1189,2018-02-01,1,2,1,2018,February,2026-05-09 20:49:58.217644+00
1190,2018-02-02,2,2,1,2018,February,2026-05-09 20:49:58.217644+00
1191,2018-02-03,3,2,1,2018,February,2026-05-09 20:49:58.217644+00
1192,2018-02-04,4,2,1,2018,February,2026-05-09 20:49:58.217644+00
1193,2018-02-05,5,2,1,2018,February,2026-05-09 20:49:58.217644+00
1194,2018-02-06,6,2,1,2018,February,2026-05-09 20:49:58.217644+00
1195,2018-02-07,7,2,1,2018,February,2026-05-09 20:49:58.217644+00
1196,2018-02-08,8,2,1,2018,February,2026-05-09 20:49:58.217644+00
1197,2018-02-09,9,2,1,2018,February,2026-05-09 20:49:58.217644+00
1198,2018-02-10,10,2,1,2018,February,2026-05-09 20:49:58.217644+00
1199,2018-02-11,11,2,1,2018,February,2026-05-09 20:49:58.217644+00
1200,2018-02-12,12,2,1,2018,February,2026-05-09 20:49:58.217644+00
1201,2018-02-13,13,2,1,2018,February,2026-05-09 20:49:58.217644+00
1202,2018-02-14,14,2,1,2018,February,2026-05-09 20:49:58.217644+00
1203,2018-02-15,15,2,1,2018,February,2026-05-09 20:49:58.217644+00
1204,2018-02-16,16,2,1,2018,February,2026-05-09 20:49:58.217644+00
1205,2018-02-17,17,2,1,2018,February,2026-05-09 20:49:58.217644+00
1206,2018-02-18,18,2,1,2018,February,2026-05-09 20:49:58.217644+00
1207,2018-02-19,19,2,1,2018,February,2026-05-09 20:49:58.217644+00
1208,2018-02-20,20,2,1,2018,February,2026-05-09 20:49:58.217644+00
1209,2018-02-21,21,2,1,2018,February,2026-05-09 20:49:58.217644+00
1210,2018-02-22,22,2,1,2018,February,2026-05-09 20:49:58.217644+00
1211,2018-02-23,23,2,1,2018,February,2026-05-09 20:49:58.217644+00
1212,2018-02-24,24,2,1,2018,February,2026-05-09 20:49:58.217644+00
1213,2018-02-25,25,2,1,2018,February,2026-05-09 20:49:58.217644+00
1214,2018-02-26,26,2,1,2018,February,2026-05-09 20:49:58.217644+00
1215,2018-02-27,27,2,1,2018,February,2026-05-09 20:49:58.217644+00
1216,2018-02-28,28,2,1,2018,February,2026-05-09 20:49:58.217644+00
1217,2018-03-01,1,3,1,2018,March,2026-05-09 20:49:58.217644+00
1218,2018-03-02,2,3,1,2018,March,2026-05-09 20:49:58.217644+00
1219,2018-03-03,3,3,1,2018,March,2026-05-09 20:49:58.217644+00
1220,2018-03-04,4,3,1,2018,March,2026-05-09 20:49:58.217644+00
1221,2018-03-05,5,3,1,2018,March,2026-05-09 20:49:58.217644+00
1222,2018-03-06,6,3,1,2018,March,2026-05-09 20:49:58.217644+00
1223,2018-03-07,7,3,1,2018,March,2026-05-09 20:49:58.217644+00
1224,2018-03-08,8,3,1,2018,March,2026-05-09 20:49:58.217644+00
1225,2018-03-09,9,3,1,2018,March,2026-05-09 20:49:58.217644+00
1226,2018-03-10,10,3,1,2018,March,2026-05-09 20:49:58.217644+00
1227,2018-03-11,11,3,1,2018,March,2026-05-09 20:49:58.217644+00
1228,2018-03-12,12,3,1,2018,March,2026-05-09 20:49:58.217644+00
1229,2018-03-13,13,3,1,2018,March,2026-05-09 20:49:58.217644+00
1230,2018-03-14,14,3,1,2018,March,2026-05-09 20:49:58.217644+00
1231,2018-03-15,15,3,1,2018,March,2026-05-09 20:49:58.217644+00
1232,2018-03-16,16,3,1,2018,March,2026-05-09 20:49:58.217644+00
1233,2018-03-17,17,3,1,2018,March,2026-05-09 20:49:58.217644+00
1234,2018-03-18,18,3,1,2018,March,2026-05-09 20:49:58.217644+00
1235,2018-03-19,19,3,1,2018,March,2026-05-09 20:49:58.217644+00
1236,2018-03-20,20,3,1,2018,March,2026-05-09 20:49:58.217644+00
1237,2018-03-21,21,3,1,2018,March,2026-05-09 20:49:58.217644+00
1238,2018-03-22,22,3,1,2018,March,2026-05-09 20:49:58.217644+00
1239,2018-03-23,23,3,1,2018,March,2026-05-09 20:49:58.217644+00
1240,2018-03-24,24,3,1,2018,March,2026-05-09 20:49:58.217644+00
1241,2018-03-25,25,3,1,2018,March,2026-05-09 20:49:58.217644+00
1242,2018-03-26,26,3,1,2018,March,2026-05-09 20:49:58.217644+00
1243,2018-03-27,27,3,1,2018,March,2026-05-09 20:49:58.217644+00
1244,2018-03-28,28,3,1,2018,March,2026-05-09 20:49:58.217644+00
1245,2018-03-29,29,3,1,2018,March,2026-05-09 20:49:58.217644+00
1246,2018-03-30,30,3,1,2018,March,2026-05-09 20:49:58.217644+00
1247,2018-03-31,31,3,1,2018,March,2026-05-09 20:49:58.217644+00
1248,2018-04-01,1,4,2,2018,April,2026-05-09 20:49:58.217644+00
1249,2018-04-02,2,4,2,2018,April,2026-05-09 20:49:58.217644+00
1250,2018-04-03,3,4,2,2018,April,2026-05-09 20:49:58.217644+00
1251,2018-04-04,4,4,2,2018,April,2026-05-09 20:49:58.217644+00
1252,2018-04-05,5,4,2,2018,April,2026-05-09 20:49:58.217644+00
1253,2018-04-06,6,4,2,2018,April,2026-05-09 20:49:58.217644+00
1254,2018-04-07,7,4,2,2018,April,2026-05-09 20:49:58.217644+00
1255,2018-04-08,8,4,2,2018,April,2026-05-09 20:49:58.217644+00
1256,2018-04-09,9,4,2,2018,April,2026-05-09 20:49:58.217644+00
1257,2018-04-10,10,4,2,2018,April,2026-05-09 20:49:58.217644+00
1258,2018-04-11,11,4,2,2018,April,2026-05-09 20:49:58.217644+00
1259,2018-04-12,12,4,2,2018,April,2026-05-09 20:49:58.217644+00
1260,2018-04-13,13,4,2,2018,April,2026-05-09 20:49:58.217644+00
1261,2018-04-14,14,4,2,2018,April,2026-05-09 20:49:58.217644+00
1262,2018-04-15,15,4,2,2018,April,2026-05-09 20:49:58.217644+00
1263,2018-04-16,16,4,2,2018,April,2026-05-09 20:49:58.217644+00
1264,2018-04-17,17,4,2,2018,April,2026-05-09 20:49:58.217644+00
1265,2018-04-18,18,4,2,2018,April,2026-05-09 20:49:58.217644+00
1266,2018-04-19,19,4,2,2018,April,2026-05-09 20:49:58.217644+00
1267,2018-04-20,20,4,2,2018,April,2026-05-09 20:49:58.217644+00
1268,2018-04-21,21,4,2,2018,April,2026-05-09 20:49:58.217644+00
1269,2018-04-22,22,4,2,2018,April,2026-05-09 20:49:58.217644+00
1270,2018-04-23,23,4,2,2018,April,2026-05-09 20:49:58.217644+00
1271,2018-04-24,24,4,2,2018,April,2026-05-09 20:49:58.217644+00
1272,2018-04-25,25,4,2,2018,April,2026-05-09 20:49:58.217644+00
1273,2018-04-26,26,4,2,2018,April,2026-05-09 20:49:58.217644+00
1274,2018-04-27,27,4,2,2018,April,2026-05-09 20:49:58.217644+00
1275,2018-04-28,28,4,2,2018,April,2026-05-09 20:49:58.217644+00
1276,2018-04-29,29,4,2,2018,April,2026-05-09 20:49:58.217644+00
1277,2018-04-30,30,4,2,2018,April,2026-05-09 20:49:58.217644+00
1278,2018-05-01,1,5,2,2018,May,2026-05-09 20:49:58.217644+00
1279,2018-05-02,2,5,2,2018,May,2026-05-09 20:49:58.217644+00
1280,2018-05-03,3,5,2,2018,May,2026-05-09 20:49:58.217644+00
1281,2018-05-04,4,5,2,2018,May,2026-05-09 20:49:58.217644+00
1282,2018-05-05,5,5,2,2018,May,2026-05-09 20:49:58.217644+00
1283,2018-05-06,6,5,2,2018,May,2026-05-09 20:49:58.217644+00
1284,2018-05-07,7,5,2,2018,May,2026-05-09 20:49:58.217644+00
1285,2018-05-08,8,5,2,2018,May,2026-05-09 20:49:58.217644+00
1286,2018-05-09,9,5,2,2018,May,2026-05-09 20:49:58.217644+00
1287,2018-05-10,10,5,2,2018,May,2026-05-09 20:49:58.217644+00
1288,2018-05-11,11,5,2,2018,May,2026-05-09 20:49:58.217644+00
1289,2018-05-12,12,5,2,2018,May,2026-05-09 20:49:58.217644+00
1290,2018-05-13,13,5,2,2018,May,2026-05-09 20:49:58.217644+00
1291,2018-05-14,14,5,2,2018,May,2026-05-09 20:49:58.217644+00
1292,2018-05-15,15,5,2,2018,May,2026-05-09 20:49:58.217644+00
1293,2018-05-16,16,5,2,2018,May,2026-05-09 20:49:58.217644+00
1294,2018-05-17,17,5,2,2018,May,2026-05-09 20:49:58.217644+00
1295,2018-05-18,18,5,2,2018,May,2026-05-09 20:49:58.217644+00
1296,2018-05-19,19,5,2,2018,May,2026-05-09 20:49:58.217644+00
1297,2018-05-20,20,5,2,2018,May,2026-05-09 20:49:58.217644+00
1298,2018-05-21,21,5,2,2018,May,2026-05-09 20:49:58.217644+00
1299,2018-05-22,22,5,2,2018,May,2026-05-09 20:49:58.217644+00
1300,2018-05-23,23,5,2,2018,May,2026-05-09 20:49:58.217644+00
1301,2018-05-24,24,5,2,2018,May,2026-05-09 20:49:58.217644+00
1302,2018-05-25,25,5,2,2018,May,2026-05-09 20:49:58.217644+00
1303,2018-05-26,26,5,2,2018,May,2026-05-09 20:49:58.217644+00
1304,2018-05-27,27,5,2,2018,May,2026-05-09 20:49:58.217644+00
1305,2018-05-28,28,5,2,2018,May,2026-05-09 20:49:58.217644+00
1306,2018-05-29,29,5,2,2018,May,2026-05-09 20:49:58.217644+00
1307,2018-05-30,30,5,2,2018,May,2026-05-09 20:49:58.217644+00
1308,2018-05-31,31,5,2,2018,May,2026-05-09 20:49:58.217644+00
1309,2018-06-01,1,6,2,2018,June,2026-05-09 20:49:58.217644+00
1310,2018-06-02,2,6,2,2018,June,2026-05-09 20:49:58.217644+00
1311,2018-06-03,3,6,2,2018,June,2026-05-09 20:49:58.217644+00
1312,2018-06-04,4,6,2,2018,June,2026-05-09 20:49:58.217644+00
1313,2018-06-05,5,6,2,2018,June,2026-05-09 20:49:58.217644+00
1314,2018-06-06,6,6,2,2018,June,2026-05-09 20:49:58.217644+00
1315,2018-06-07,7,6,2,2018,June,2026-05-09 20:49:58.217644+00
1316,2018-06-08,8,6,2,2018,June,2026-05-09 20:49:58.217644+00
1317,2018-06-09,9,6,2,2018,June,2026-05-09 20:49:58.217644+00
1318,2018-06-10,10,6,2,2018,June,2026-05-09 20:49:58.217644+00
1319,2018-06-11,11,6,2,2018,June,2026-05-09 20:49:58.217644+00
1320,2018-06-12,12,6,2,2018,June,2026-05-09 20:49:58.217644+00
1321,2018-06-13,13,6,2,2018,June,2026-05-09 20:49:58.217644+00
1322,2018-06-14,14,6,2,2018,June,2026-05-09 20:49:58.217644+00
1323,2018-06-15,15,6,2,2018,June,2026-05-09 20:49:58.217644+00
1324,2018-06-16,16,6,2,2018,June,2026-05-09 20:49:58.217644+00
1325,2018-06-17,17,6,2,2018,June,2026-05-09 20:49:58.217644+00
1326,2018-06-18,18,6,2,2018,June,2026-05-09 20:49:58.217644+00
1327,2018-06-19,19,6,2,2018,June,2026-05-09 20:49:58.217644+00
1328,2018-06-20,20,6,2,2018,June,2026-05-09 20:49:58.217644+00
1329,2018-06-21,21,6,2,2018,June,2026-05-09 20:49:58.217644+00
1330,2018-06-22,22,6,2,2018,June,2026-05-09 20:49:58.217644+00
1331,2018-06-23,23,6,2,2018,June,2026-05-09 20:49:58.217644+00
1332,2018-06-24,24,6,2,2018,June,2026-05-09 20:49:58.217644+00
1333,2018-06-25,25,6,2,2018,June,2026-05-09 20:49:58.217644+00
1334,2018-06-26,26,6,2,2018,June,2026-05-09 20:49:58.217644+00
1335,2018-06-27,27,6,2,2018,June,2026-05-09 20:49:58.217644+00
1336,2018-06-28,28,6,2,2018,June,2026-05-09 20:49:58.217644+00
1337,2018-06-29,29,6,2,2018,June,2026-05-09 20:49:58.217644+00
1338,2018-06-30,30,6,2,2018,June,2026-05-09 20:49:58.217644+00
1339,2018-07-01,1,7,3,2018,July,2026-05-09 20:49:58.217644+00
1340,2018-07-02,2,7,3,2018,July,2026-05-09 20:49:58.217644+00
1341,2018-07-03,3,7,3,2018,July,2026-05-09 20:49:58.217644+00
1342,2018-07-04,4,7,3,2018,July,2026-05-09 20:49:58.217644+00
1343,2018-07-05,5,7,3,2018,July,2026-05-09 20:49:58.217644+00
1344,2018-07-06,6,7,3,2018,July,2026-05-09 20:49:58.217644+00
1345,2018-07-07,7,7,3,2018,July,2026-05-09 20:49:58.217644+00
1346,2018-07-08,8,7,3,2018,July,2026-05-09 20:49:58.217644+00
1347,2018-07-09,9,7,3,2018,July,2026-05-09 20:49:58.217644+00
1348,2018-07-10,10,7,3,2018,July,2026-05-09 20:49:58.217644+00
1349,2018-07-11,11,7,3,2018,July,2026-05-09 20:49:58.217644+00
1350,2018-07-12,12,7,3,2018,July,2026-05-09 20:49:58.217644+00
1351,2018-07-13,13,7,3,2018,July,2026-05-09 20:49:58.217644+00
1352,2018-07-14,14,7,3,2018,July,2026-05-09 20:49:58.217644+00
1353,2018-07-15,15,7,3,2018,July,2026-05-09 20:49:58.217644+00
1354,2018-07-16,16,7,3,2018,July,2026-05-09 20:49:58.217644+00
1355,2018-07-17,17,7,3,2018,July,2026-05-09 20:49:58.217644+00
1356,2018-07-18,18,7,3,2018,July,2026-05-09 20:49:58.217644+00
1357,2018-07-19,19,7,3,2018,July,2026-05-09 20:49:58.217644+00
1358,2018-07-20,20,7,3,2018,July,2026-05-09 20:49:58.217644+00
1359,2018-07-21,21,7,3,2018,July,2026-05-09 20:49:58.217644+00
1360,2018-07-22,22,7,3,2018,July,2026-05-09 20:49:58.217644+00
1361,2018-07-23,23,7,3,2018,July,2026-05-09 20:49:58.217644+00
1362,2018-07-24,24,7,3,2018,July,2026-05-09 20:49:58.217644+00
1363,2018-07-25,25,7,3,2018,July,2026-05-09 20:49:58.217644+00
1364,2018-07-26,26,7,3,2018,July,2026-05-09 20:49:58.217644+00
1365,2018-07-27,27,7,3,2018,July,2026-05-09 20:49:58.217644+00
1366,2018-07-28,28,7,3,2018,July,2026-05-09 20:49:58.217644+00
1367,2018-07-29,29,7,3,2018,July,2026-05-09 20:49:58.217644+00
1368,2018-07-30,30,7,3,2018,July,2026-05-09 20:49:58.217644+00
1369,2018-07-31,31,7,3,2018,July,2026-05-09 20:49:58.217644+00
1370,2018-08-01,1,8,3,2018,August,2026-05-09 20:49:58.217644+00
1371,2018-08-02,2,8,3,2018,August,2026-05-09 20:49:58.217644+00
1372,2018-08-03,3,8,3,2018,August,2026-05-09 20:49:58.217644+00
1373,2018-08-04,4,8,3,2018,August,2026-05-09 20:49:58.217644+00
1374,2018-08-05,5,8,3,2018,August,2026-05-09 20:49:58.217644+00
1375,2018-08-06,6,8,3,2018,August,2026-05-09 20:49:58.217644+00
1376,2018-08-07,7,8,3,2018,August,2026-05-09 20:49:58.217644+00
1377,2018-08-08,8,8,3,2018,August,2026-05-09 20:49:58.217644+00